rank,music,main_artist,year,featuring1,featuring2,photo
4,Payphone,Maroon 5,2012,Wiz Khalifa,,https://charts-static.billboard.com/img/2012/05/maroon-5-vhb-53x53.jpg
5,Lights,Ellie Goulding,2012,,,https://charts-static.billboard.com/img/2011/08/ellie-goulding-xqm-53x53.jpg
6,Glad You Came,The Wanted,2012,,,https://charts-static.billboard.com/img/2011/08/the-wanted-no9-53x53.jpg
7,Stronger (What Doesn't Kill You),Kelly Clarkson,2012,,,https://charts-static.billboard.com/img/2002/09/kelly-clarkson-091-53x53.jpg
8,We Found Love,Rihanna,2012,Calvin Harris,,https://charts-static.billboard.com/img/2011/10/rihanna-t38-53x53.jpg
9,Starships,Nicki Minaj,2012,,,https://charts-static.billboard.com/img/2012/03/nicki-minaj-dc2-53x53.jpg
10,What Makes You Beautiful,One Direction,2012,,,https://charts-static.billboard.com/img/2012/01/one-direction-0i5-53x53.jpg
11,Wild Ones,Flo Rida,2012,Sia,,https://charts-static.billboard.com/img/2012/01/flo-rida-8v1-53x53.jpg
12,Set Fire To The Rain,Adele,2012,,,https://charts-static.billboard.com/img/2008/02/adele-hdy-87x87.jpg
13,Sexy And I Know It,LMFAO,2012,,,https://charts-static.billboard.com/img/2011/07/lmfao-8l3-53x53.jpg
14,Some Nights,fun.,2012,,,https://charts-static.billboard.com/img/2012/03/fun-gqs-53x53.jpg
15,Wide Awake,Katy Perry,2012,,,https://charts-static.billboard.com/img/2012/04/katy-perry-04d-wide-awake-a42-53x53.jpg
16,Good Feeling,Flo Rida,2012,,,https://charts-static.billboard.com/img/2011/09/flo-rida-8v1-53x53.jpg
17,Whistle,Flo Rida,2012,,,https://charts-static.billboard.com/img/2012/05/flo-rida-8v1-53x53.jpg
18,One More Night,Maroon 5,2012,,,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg
19,Drive By,Train,2012,,,https://charts-static.billboard.com/img/2012/01/train-z35-53x53.jpg
20,The Motto,Drake,2012,Lil Wayne,,https://charts-static.billboard.com/img/2011/11/drake-hq6-the-motto-234-53x53.jpg
21,Where Have You Been,Rihanna,2012,,,https://charts-static.billboard.com/img/2011/12/rihanna-v3t-53x53.jpg
22,Everybody Talks,Neon Trees,2012,,,https://charts-static.billboard.com/img/2011/12/neon-trees-p7d-53x53.jpg
23,Take Care,Drake,2012,Rihanna,,https://charts-static.billboard.com/img/2011/11/drake-hq6-take-care-0zs-53x53.jpg
24,Titanium,David Guetta,2012,Sia,,https://charts-static.billboard.com/img/2011/08/david-guetta-z71-53x53.jpg
25,I Won't Give Up,Jason Mraz,2012,,,https://charts-static.billboard.com/img/2012/01/jason-mraz-p0o-53x53.jpg
26,It Will Rain,Bruno Mars,2012,,,https://charts-static.billboard.com/img/2011/10/bruno-mars-va7-53x53.jpg
27,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",2012,,,https://charts-static.billboard.com/img/2012/04/kanye-west-irm-53x53.jpg
28,Boyfriend,Justin Bieber,2012,,,https://charts-static.billboard.com/img/2012/04/justin-bieber-3jm-53x53.jpg
29,Party Rock Anthem,LMFAO,2012,Lauren Bennett,GoonRock,https://charts-static.billboard.com/img/1840/12/lmfao-1qb-53x53.jpg
30,Too Close,Alex Clare,2012,,,https://charts-static.billboard.com/img/2012/03/alex-clare-gdw-53x53.jpg
31,Part Of Me,Katy Perry,2012,,,https://charts-static.billboard.com/img/2012/02/katy-perry-l8p-53x53.jpg
32,"Young, Wild & Free",Snoop Dogg,2012,Wiz Khalifa,Bruno Mars,https://charts-static.billboard.com/img/2011/10/snoop-dogg-1sy-young-wild-and-free-g2x-53x53.jpg
33,We Are Never Ever Getting Back Together,Taylor Swift,2012,,,https://charts-static.billboard.com/img/2012/08/taylor-swift-70p-53x53.jpg
34,As Long As You Love Me,Justin Bieber,2012,Big Sean,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
35,Turn Me On,David Guetta,2012,Nicki Minaj,,https://charts-static.billboard.com/img/2011/09/david-guetta-z71-turn-me-on-qvi-53x53.jpg
36,Moves Like Jagger,Maroon 5,2012,Christina Aguilera,,https://charts-static.billboard.com/img/1840/12/maroon-5-9st-53x53.jpg
37,Blow Me (One Last Kiss),P!nk,2012,,,https://charts-static.billboard.com/img/2012/07/pnk-e1s-53x53.jpg
38,Good Time,Owl City,2012,Carly Rae Jepsen,,https://charts-static.billboard.com/img/2012/07/owl-city-1t0-53x53.jpg
39,Give Your Heart A Break,Demi Lovato,2012,,,https://charts-static.billboard.com/img/2012/03/demi-lovato-rh9-53x53.jpg
40,Ni**as in Paris,Jay Z Kanye West,2012,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
41,The One That Got Away,Katy Perry,2012,,,https://charts-static.billboard.com/img/2011/10/katy-perry-l8p-53x53.jpg
42,Feel So Close,Calvin Harris,2012,,,https://charts-static.billboard.com/img/2011/09/calvin-harris-s9n-53x53.jpg
43,Someone Like You,Adele,2012,,,https://charts-static.billboard.com/img/2011/03/adele-hdy-53x53.jpg
44,Scream,Usher,2012,,,https://charts-static.billboard.com/img/2012/05/usher-oqp-53x53.jpg
45,Rack City,Tyga,2012,,,https://charts-static.billboard.com/img/2011/10/tyga-ofy-53x53.jpg
46,Domino,Jessie J,2012,,,https://charts-static.billboard.com/img/2011/09/jessie-j-zrp-53x53.jpg
47,Gangnam Style,PSY,2012,,,https://charts-static.billboard.com/img/2012/07/psy-xbs-53x53.jpg
48,International Love,Pitbull,2012,Chris Brown,,https://charts-static.billboard.com/img/2011/06/pitbull-odu-53x53.jpg
49,Home,Phillip Phillips,2012,,,https://charts-static.billboard.com/img/1840/12/phillip-phillips-75j-53x53.jpg
50,Without You,David Guetta,2012,Usher,,https://charts-static.billboard.com/img/2011/09/david-guetta-z71-53x53.jpg
51,Ass Back Home,Gym Class Heroes,2012,Neon Hitch,,https://charts-static.billboard.com/img/2011/11/gym-class-heroes-w0q-53x53.jpg
52,Wanted,Hunter Hayes,2012,,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5
53,Drunk On You,Luke Bryan,2012,,,https://charts-static.billboard.com/img/2011/08/luke-bryan-qhx-53x53.jpg
54,No Lie,2 Chainz,2012,Drake,,https://charts-static.billboard.com/img/2012/05/2-chainz-8fw-53x53.jpg
55,Want U Back,Cher Lloyd,2012,,,https://charts-static.billboard.com/img/2012/06/cher-lloyd-hia-53x53.jpg
56,Don't Wake Me Up,Chris Brown,2012,,,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg
57,Dance (A$$),Big Sean,2012,Nicki Minaj,,https://charts-static.billboard.com/img/2011/08/big-sean-820-dance-a$$-6xb-53x53.jpg
58,Springsteen,Eric Church,2012,,,https://charts-static.billboard.com/img/2012/02/eric-church-hb2-53x53.jpg
