rank,music,main_artist,year,featuring1,featuring2,photo,id_music,id_position,danceability,energy,loudness,speechiness,acousticness,instrumentalness,tempo,uri,duration_ms
74,Say It,Tory Lanez,2016,,,https://charts-static.billboard.com/img/2015/08/tory-lanez-hvy-53x53.jpg,2Gyc6e2cLxA5hoX1NOvYnU,1073,0.546,0.529,-10.511,0.0583,0.0862,6.5e-06,107.331,spotify:track:2Gyc6e2cLxA5hoX1NOvYnU,237787.0
75,Antidote,Travis Scott,2016,,,https://charts-static.billboard.com/img/2015/07/travis-scott-jll-53x53.jpg,1wHZx0LgzFHyeIZkUydNXq,1074,0.713,0.526,-5.046,0.032,0.00767,0.000148,131.05,spotify:track:1wHZx0LgzFHyeIZkUydNXq,262693.0
76,Lost Boy,Ruth B,2016,,,https://charts-static.billboard.com/img/2016/01/ruth-b-sm9-53x53.jpg,4h0zU3O9R5xzuTmNO7dNDU,1075,0.71,0.0565,-15.099,0.0534,0.965,0.0,123.994,spotify:track:4h0zU3O9R5xzuTmNO7dNDU,275280.0
77,Side To Side,Ariana Grande,2016,Nicki Minaj,,https://charts-static.billboard.com/img/2016/06/ariana-grande-ypy-53x53.jpg,1pKeFVVUOPjFsOABub0OaV,1076,0.65,0.736,-5.84,0.229,0.0513,0.0,159.174,spotify:track:1pKeFVVUOPjFsOABub0OaV,226160.0
78,"Sit Still, Look Pretty",Daya,2016,,,https://charts-static.billboard.com/img/2016/04/daya-6d7-53x53.jpg,0EGuSSpuu9wmHCtvb4PdLO,1077,0.657,0.739,-4.081,0.274,0.141,0.0,181.994,spotify:track:0EGuSSpuu9wmHCtvb4PdLO,202221.0
79,Wildest Dreams,Taylor Swift,2016,,,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,59HjlYCeBsxdI0fcm3zglw,1078,0.553,0.664,-7.417,0.0741,0.0709,0.0056,140.06,spotify:track:59HjlYCeBsxdI0fcm3zglw,220440.0
80,Middle,DJ Snake,2016,Bipolar Sunshine,,https://charts-static.billboard.com/img/2015/11/dj-snake-ncv-53x53.jpg,0g5EKLgdKvNlln7TNqBByK,1079,0.583,0.695,-5.336,0.0423,0.0141,0.0,104.879,spotify:track:0g5EKLgdKvNlln7TNqBByK,220573.0
81,On My Mind,Ellie Goulding,2016,,,https://charts-static.billboard.com/img/2015/10/ellie-goulding-1mr-53x53.jpg,4nS1sut0R2mgmFitKIShVe,1080,0.702,0.705,-6.666,0.0543,0.258,5.93e-06,154.911,spotify:track:4nS1sut0R2mgmFitKIShVe,213445.0
82,Pop Style,Drake,2016,The Throne,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,5mPSyjLatqB00IkPqRlbTE,1081,0.713,0.462,-10.027,0.123,0.192,2.16e-06,133.054,spotify:track:5mPSyjLatqB00IkPqRlbTE,212947.0
83,When We Were Young,Adele,2016,,,https://charts-static.billboard.com/img/2008/02/adele-hdy-87x87.jpg,7IWkJwX9C0J7tHurTD7ViL,1082,0.381,0.594,-5.97,0.0486,0.348,0.0,143.86,spotify:track:7IWkJwX9C0J7tHurTD7ViL,290907.0
84,Hide Away,Daya,2016,,,https://charts-static.billboard.com/img/2015/09/daya-6d7-53x53.jpg,0uyZ5ckiIUbFZd3P6RWmrj,1083,0.885,0.801,-4.716,0.0882,0.225,1.65e-06,95.011,spotify:track:0uyZ5ckiIUbFZd3P6RWmrj,192376.0
85,Lean On,Major Lazer,2016,DJ Snake,MO,https://charts-static.billboard.com/img/2015/03/major-lazer-gnw-53x53.jpg,1Lim1Py7xBgbAkAys3AGAG,1084,0.723,0.809,-3.081,0.0625,0.00346,0.00123,98.007,spotify:track:1Lim1Py7xBgbAkAys3AGAG,176561.0
86,I Know What You Did Last Summer,Shawn Mendes,2016,Camila Cabello,,https://charts-static.billboard.com/img/2015/12/shawn-mendes-drf-53x53.jpg,2GyA33q5rti5IxkMQemRDH,1085,0.695,0.761,-4.582,0.0864,0.104,0.0,113.965,spotify:track:2GyA33q5rti5IxkMQemRDH,223853.0
87,Watch Me,Silento,2016,,,https://charts-static.billboard.com/img/2015/03/silento-7d0-53x53.jpg,5RIVoVdkDLEygELLCniZFr,1086,0.821,0.759,-8.541,0.121,0.247,0.0,140.01,spotify:track:5RIVoVdkDLEygELLCniZFr,185143.0
88,Back To Sleep,Chris Brown,2016,,,https://charts-static.billboard.com/img/2005/07/chris-brown-abf-53x53.jpg,6dlpABcXrQKRU9G00i6Zba,1087,0.647,0.646,-5.483,0.243,0.0424,0.0,92.981,spotify:track:6dlpABcXrQKRU9G00i6Zba,201253.0
89,No Limit,Usher,2016,Young Thug,,https://charts-static.billboard.com/img/2016/06/usher-oqp-53x53.jpg,1CDBn2Lm7E63XKQDsdCq6O,1088,0.717,0.523,-6.506,0.0611,0.0799,0.0,127.047,spotify:track:1CDBn2Lm7E63XKQDsdCq6O,228613.0
90,Cut It,O.T. Genasis,2016,Young Dolph,,https://charts-static.billboard.com/img/2016/01/ot-genasis-206-53x53.jpg,376KnY4TrgBITxjlnbnmIy,1089,0.875,0.673,-4.184,0.0932,0.135,0.0,130.0,spotify:track:376KnY4TrgBITxjlnbnmIy,222600.0
91,Really Really,Kevin Gates,2016,,,https://charts-static.billboard.com/img/2015/11/kevin-gates-3eg-53x53.jpg,10I3CmmwT0BkOVhduDy53o,1090,0.762,0.666,-6.055,0.0916,0.00427,0.0,118.97,spotify:track:10I3CmmwT0BkOVhduDy53o,232093.0
92,All In My Head (Flex),Fifth Harmony,2016,Fetty Wap,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,1091,,,,,,,,,
93,Starving,Hailee Steinfeld,2016,Grey,Zedd,https://charts-static.billboard.com/img/2016/08/hailee-steinfeld-bg5-53x53.jpg,4Ce37cRWvM1vIGGynKcs22,1092,0.729,0.615,-4.238,0.0647,0.378,0.0,99.989,spotify:track:4Ce37cRWvM1vIGGynKcs22,181880.0
94,Adventure Of A Lifetime,Coldplay,2016,,,https://charts-static.billboard.com/img/2015/11/coldplay-j2u-53x53.jpg,,1093,,,,,,,,,
95,Humble And Kind,Tim McGraw,2016,,,https://charts-static.billboard.com/img/2016/02/tim-mcgraw-j7r-53x53.jpg,4Pn0JlCUusD2QHjADuOzuV,1094,0.355,0.48,-7.31,0.0282,0.679,2.28e-06,100.956,spotify:track:4Pn0JlCUusD2QHjADuOzuV,259267.0
96,Wicked,Future,2016,,,https://charts-static.billboard.com/img/2017/07/future-53x53.jpg,6BbINUfGabVyiNFJpQXn3x,1095,0.718,0.679,-5.899,0.0706,0.00191,0.0104,157.97,spotify:track:6BbINUfGabVyiNFJpQXn3x,173347.0
97,Tiimmy Turner,Desiigner,2016,,,https://charts-static.billboard.com/img/2016/08/desiigner-l9j-53x53.jpg,3NJG6vMH1ZsectZkocMEm0,1096,0.602,0.725,-3.054,0.0393,0.174,0.0,122.803,spotify:track:3NJG6vMH1ZsectZkocMEm0,239853.0
98,See You Again,Wiz Khalifa,2016,Charlie Puth,,https://charts-static.billboard.com/img/2015/03/wiz-khalifa-b1e-53x53.jpg,2JzZzZUQj3Qff7wapcbKjc,1097,0.689,0.481,-7.503,0.0815,0.369,1.03e-06,80.025,spotify:track:2JzZzZUQj3Qff7wapcbKjc,229526.0
99,Perfect,One Direction,2016,,,https://charts-static.billboard.com/img/2015/10/one-direction-7ru-53x53.jpg,3NLnwwAQbbFKcEcV8hDItk,1098,0.647,0.823,-5.231,0.0762,0.0598,0.0,99.933,spotify:track:3NLnwwAQbbFKcEcV8hDItk,230333.0
100,Perfect,One Direction,2016,,,https://charts-static.billboard.com/img/2015/10/one-direction-7ru-53x53.jpg,3NLnwwAQbbFKcEcV8hDItk,1099,0.647,0.823,-5.231,0.0762,0.0598,0.0,99.933,spotify:track:3NLnwwAQbbFKcEcV8hDItk,230333.0
1,Shape Of You,Ed Sheeran,2017,,,https://charts-static.billboard.com/img/2017/01/ed-sheeran-buv-53x53.jpg,,1100,,,,,,,,,
2,Despacito,Luis Fonsi,2017,Daddy Yankee,Justin Bieber,https://charts-static.billboard.com/img/2017/01/luis-fonsi-ajp-despacito-304-53x53.jpg,6rPO02ozF3bM7NnOV4h6s2,1101,0.653,0.816,-4.353,0.167,0.228,0.0,178.086,spotify:track:6rPO02ozF3bM7NnOV4h6s2,228827.0
3,That's What I Like,Bruno Mars,2017,,,https://charts-static.billboard.com/img/2016/12/bruno-mars-va7-thats-what-i-like-hq0-53x53.jpg,0KKkJNfGyhkQ5aFogxQAPU,1102,0.853,0.56,-4.961,0.0406,0.013,0.0,134.066,spotify:track:0KKkJNfGyhkQ5aFogxQAPU,206693.0
4,Humble.,Kendrick Lamar,2017,,,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg,,1103,,,,,,,,,
5,Something Just Like This,The Chainsmokers,2017,Coldplay,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,6RUKPb4LETWmmr3iAEQktW,1104,0.617,0.635,-6.769,0.0317,0.0498,1.44e-05,103.019,spotify:track:6RUKPb4LETWmmr3iAEQktW,247160.0
6,Bad And Boujee,Migos,2017,Lil Uzi Vert,,https://charts-static.billboard.com/img/2016/11/migos-0ho-53x53.jpg,,1105,,,,,,,,,
7,Closer,The Chainsmokers,2017,Halsey,,https://charts-static.billboard.com/img/2016/08/the-chainsmokers-9iv-53x53.jpg,7BKLCZ1jbUBVqRi2FVlTVw,1106,0.748,0.524,-5.599,0.0338,0.414,0.0,95.01,spotify:track:7BKLCZ1jbUBVqRi2FVlTVw,244960.0
8,Body Like A Back Road,Sam Hunt,2017,,,https://charts-static.billboard.com/img/2017/02/sam-hunt-2mf-53x53.jpg,7mldq42yDuxiUNn08nvzHO,1107,0.732,0.458,-7.225,0.0311,0.447,0.0,98.938,spotify:track:7mldq42yDuxiUNn08nvzHO,165387.0
9,Believer,Imagine Dragons,2017,,,https://charts-static.billboard.com/img/2017/02/imagine-dragons-wca-believer-ptm-53x53.jpg,0pqnGHJpmpxLKifKRmU6WP,1108,0.776,0.78,-4.374,0.128,0.0622,0.0,124.949,spotify:track:0pqnGHJpmpxLKifKRmU6WP,204347.0
10,Congratulations,Post Malone,2017,Quavo,,https://charts-static.billboard.com/img/2016/11/post-malone-tp6-53x53.jpg,3a1lNhkSLSkpJE4MSHpDu9,1109,0.63,0.804,-4.183,0.0363,0.215,0.0,123.146,spotify:track:3a1lNhkSLSkpJE4MSHpDu9,220293.0
11,Say You Won't Let Go,James Arthur,2017,,,https://charts-static.billboard.com/img/2016/10/james-arthur-p5t-53x53.jpg,5uCax9HTNlzGybIStD3vDh,1110,0.358,0.557,-7.398,0.059,0.695,0.0,85.043,spotify:track:5uCax9HTNlzGybIStD3vDh,211467.0
12,I'm The One,DJ Khaled,2017,"Justin Bieber, Quavo, Chance The Rapper",Lil Wayne,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,1111,,,,,,,,,
13,XO TOUR Llif3,Lil Uzi Vert,2017,,,https://charts-static.billboard.com/img/2017/04/lil-uzi-vert-mre-53x53.jpg,,1112,,,,,,,,,
14,Mask Off,Future,2017,,,https://charts-static.billboard.com/img/2017/07/future-53x53.jpg,0VgkVdmE4gld66l8iyGjgx,1113,0.833,0.434,-8.795,0.431,0.0102,0.0219,150.062,spotify:track:0VgkVdmE4gld66l8iyGjgx,204600.0
15,Unforgettable,French Montana,2017,Swae Lee,,https://charts-static.billboard.com/img/2017/04/french-montana-i8w-53x53.jpg,3B54sVLJ402zGa6Xm4YGNe,1114,0.726,0.769,-5.043,0.123,0.0293,0.0101,97.985,spotify:track:3B54sVLJ402zGa6Xm4YGNe,233902.0
16,24K Magic,Bruno Mars,2017,,,https://charts-static.billboard.com/img/2016/10/bruno-mars-va7-53x53.jpg,6b8Be6ljOzmkOmFslEb23P,1115,0.818,0.803,-4.282,0.0797,0.034,0.0,106.97,spotify:track:6b8Be6ljOzmkOmFslEb23P,225983.0
17,Stay,Zedd,2017,Alessia Cara,,https://charts-static.billboard.com/img/2017/03/zedd-edd-53x53.jpg,6uBhi9gBXWjanegOb2Phh0,1116,0.69,0.622,-5.025,0.0622,0.253,0.0,102.04,spotify:track:6uBhi9gBXWjanegOb2Phh0,210091.0
18,Wild Thoughts,DJ Khaled,2017,Rihanna,Bryson Tiller,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,45XhKYRRkyeqoW3teSOkCM,1117,0.613,0.681,-3.089,0.0778,0.0287,0.0,97.621,spotify:track:45XhKYRRkyeqoW3teSOkCM,204664.0
19,Black Beatles,Rae Sremmurd,2017,Gucci Mane,,https://charts-static.billboard.com/img/2016/09/rae-sremmurd-f07-53x53.jpg,6fujklziTHa8uoM5OQSfIo,1118,0.794,0.632,-6.163,0.0649,0.142,0.0,145.926,spotify:track:6fujklziTHa8uoM5OQSfIo,291893.0
20,Starboy,The Weeknd,2017,Daft Punk,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,7MXVkk9YMctZqd1Srtv4MB,1119,0.678,0.588,-7.015,0.276,0.141,6.35e-06,186.005,spotify:track:7MXVkk9YMctZqd1Srtv4MB,230453.0
21,Location,Khalid,2017,,,https://charts-static.billboard.com/img/2016/07/khalid-p0u-53x53.jpg,152lZdxL1OR0ZMW6KquMif,1120,0.736,0.449,-11.462,0.425,0.33,0.000162,80.126,spotify:track:152lZdxL1OR0ZMW6KquMif,219080.0
22,Attention,Charlie Puth,2017,,,https://charts-static.billboard.com/img/2017/05/charlie-puth-ge7-53x53.jpg,5cF0dROlMOK5uNZtivgu50,1121,0.775,0.613,-4.586,0.0542,0.109,2.33e-05,100.066,spotify:track:5cF0dROlMOK5uNZtivgu50,208787.0
23,There's Nothing Holdin' Me Back,Shawn Mendes,2017,,,https://charts-static.billboard.com/img/2017/05/shawn-mendes-2fw-theres-nothing-holdin-me-back-604-53x53.jpg,7JJmb5XwzOO8jgpou264Ml,1122,0.866,0.813,-4.063,0.0554,0.38,0.0,121.998,spotify:track:7JJmb5XwzOO8jgpou264Ml,199440.0
24,Bodak Yellow (Money Moves),Cardi B,2017,,,https://charts-static.billboard.com/img/2017/07/cardi-b-n38-53x53.jpg,,1123,,,,,,,,,
25,Redbone,Childish Gambino,2017,,,https://charts-static.billboard.com/img/2016/12/childish-gambino-f0k-53x53.jpg,0wXuerDYiBnERgIpbb3JBR,1124,0.743,0.347,-11.174,0.121,0.167,0.00951,160.143,spotify:track:0wXuerDYiBnERgIpbb3JBR,326933.0
26,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift,2017,,,https://charts-static.billboard.com/img/2016/12/zayn-p59-53x53.jpg,,1125,,,,,,,,,
27,It Ain't Me,Kygo x Selena Gomez,2017,,,https://charts-static.billboard.com/img/2017/03/kygo-t9r-53x53.jpg,,1126,,,,,,,,,
28,iSpy,KYLE,2017,Lil Yachty,,https://charts-static.billboard.com/img/2016/12/kyle-fdr-53x53.jpg,2EEeOnHehOozLq4aS0n6SL,1127,0.746,0.653,-6.745,0.289,0.378,0.0,75.016,spotify:track:2EEeOnHehOozLq4aS0n6SL,253107.0
29,Issues,Julia Michaels,2017,,,https://charts-static.billboard.com/img/2017/02/julia-michaels-rtf-53x53.jpg,7vu0JkJh0ldukEYbTVcqd0,1128,0.728,0.415,-6.852,0.0639,0.401,0.0,114.145,spotify:track:7vu0JkJh0ldukEYbTVcqd0,176320.0
30,Scars To Your Beautiful,Alessia Cara,2017,,,https://charts-static.billboard.com/img/2016/08/alessia-cara-vl8-53x53.jpg,0prNGof3XqfTvNDxHonvdK,1129,0.573,0.739,-5.74,0.129,0.0285,0.0,97.085,spotify:track:0prNGof3XqfTvNDxHonvdK,230227.0
31,1-800-273-8255,Logic,2017,Alessia Cara,Khalid,https://charts-static.billboard.com/img/2017/05/logic-lma-18002738255-72t-53x53.jpg,5tz69p7tJuGPeMGwNTxYuV,1130,0.62,0.574,-7.788,0.0479,0.57,0.0,100.021,spotify:track:5tz69p7tJuGPeMGwNTxYuV,250173.0
32,Slow Hands,Niall Horan,2017,,,https://charts-static.billboard.com/img/2017/05/niall-horan-5to-53x53.jpg,2cOUlop2ZakjOKe4WinesN,1131,0.735,0.425,-6.648,0.0466,0.011,0.0,85.894,spotify:track:2cOUlop2ZakjOKe4WinesN,188174.0
33,Love On The Brain,Rihanna,2017,,,https://charts-static.billboard.com/img/2005/06/rihanna-t38-53x53.jpg,5oO3drDxtziYU2H1X23ZIp,1132,0.509,0.637,-4.83,0.0471,0.0717,1.08e-05,172.006,spotify:track:5oO3drDxtziYU2H1X23ZIp,224000.0
34,I Feel It Coming,The Weeknd,2017,Daft Punk,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,3dhjNA0jGA8vHBQ1VdD6vV,1133,0.773,0.819,-5.946,0.118,0.426,0.0,92.99,spotify:track:3dhjNA0jGA8vHBQ1VdD6vV,269187.0
35,Bounce Back,Big Sean,2017,,,https://charts-static.billboard.com/img/2016/11/big-sean-820-53x53.jpg,0SGkqnVQo9KPytSri1H6cF,1134,0.78,0.574,-5.628,0.141,0.104,0.0,81.502,spotify:track:0SGkqnVQo9KPytSri1H6cF,222360.0
36,Strip That Down,Liam Payne,2017,Quavo,,https://charts-static.billboard.com/img/2017/06/liam-payne-wri-53x53.jpg,4Ro98RCK90oHqqSZUnTFq5,1135,0.874,0.497,-5.484,0.0562,0.22,0.0,106.023,spotify:track:4Ro98RCK90oHqqSZUnTFq5,204502.0
37,Fake Love,Drake,2017,,,https://charts-static.billboard.com/img/1840/12/drake-zwl-53x53.jpg,343YBumqHu19cGoGARUTsd,1136,0.928,0.481,-9.35,0.287,0.105,0.0,134.007,spotify:track:343YBumqHu19cGoGARUTsd,210937.0
38,Don't Wanna Know,Maroon 5,2017,Kendrick Lamar,,https://charts-static.billboard.com/img/2016/10/maroon-5-vhb-dont-wanna-know-fjl-53x53.jpg,,1137,,,,,,,,,
39,Look What You Made Me Do,Taylor Swift,2017,,,https://charts-static.billboard.com/img/2017/09/taylor-swift-70p-53x53.jpg,1JbR9RDP3ogVNEWFgNXAjh,1138,0.766,0.709,-6.471,0.123,0.204,1.41e-05,128.07,spotify:track:1JbR9RDP3ogVNEWFgNXAjh,211853.0
40,Castle On The Hill,Ed Sheeran,2017,,,https://charts-static.billboard.com/img/2017/01/ed-sheeran-buv-castle-on-the-hill-v96-53x53.jpg,,1139,,,,,,,,,
41,Bad Things,Machine Gun Kelly x Camila Cabello,2017,,,https://charts-static.billboard.com/img/2016/10/machine-gun-kelly-usa-53x53.jpg,,1140,,,,,,,,,
42,Paris,The Chainsmokers,2017,,,https://charts-static.billboard.com/img/2017/01/the-chainsmokers-05s-paris-fr4-53x53.jpg,15vzANxN8G9wWfwAJLLMCg,1141,0.646,0.644,-6.763,0.031,0.0243,0.0,99.999,spotify:track:15vzANxN8G9wWfwAJLLMCg,221520.0
43,Side To Side,Ariana Grande,2017,Nicki Minaj,,https://charts-static.billboard.com/img/2016/06/ariana-grande-ypy-53x53.jpg,1pKeFVVUOPjFsOABub0OaV,1142,0.65,0.736,-5.84,0.229,0.0513,0.0,159.174,spotify:track:1pKeFVVUOPjFsOABub0OaV,226160.0
44,Rockabye,Clean Bandit,2017,Sean Paul,Anne-Marie,https://charts-static.billboard.com/img/2016/11/clean-bandit-ywv-53x53.jpg,5knuzwU65gJK7IF5yJsuaW,1143,0.72,0.763,-4.068,0.0523,0.406,0.0,101.965,spotify:track:5knuzwU65gJK7IF5yJsuaW,251088.0
45,Feel It Still,Portugal. The Man,2017,,,https://charts-static.billboard.com/img/2017/03/portugal-the-man-l5z-53x53.jpg,6QgjcU0zLnzq5OrUoSZ3OK,1144,0.801,0.795,-5.115,0.0504,0.0417,0.000113,79.028,spotify:track:6QgjcU0zLnzq5OrUoSZ3OK,163253.0
46,Let Me Love You,DJ Snake,2017,Justin Bieber,,https://charts-static.billboard.com/img/2016/08/dj-snake-ncv-let-me-love-you-zhj-53x53.jpg,0lYBSQXN6rCTvUZvg9S0lU,1145,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,99.988,spotify:track:0lYBSQXN6rCTvUZvg9S0lU,205947.0
47,Sorry Not Sorry,Demi Lovato,2017,,,https://charts-static.billboard.com/img/2017/07/demi-lovato-sad-53x53.jpg,7gvd8xj4QgPqbQSsn5pV7d,1146,0.705,0.64,-6.928,0.225,0.0237,0.0,144.077,spotify:track:7gvd8xj4QgPqbQSsn5pV7d,203760.0
48,Bank Account,21 Savage,2017,,,https://charts-static.billboard.com/img/2016/08/21-savage-jjg-87x87.jpg,2fQrGHiQOvpL9UgPvtYy6G,1147,0.884,0.346,-8.228,0.351,0.0151,7.04e-06,75.016,spotify:track:2fQrGHiQOvpL9UgPvtYy6G,220307.0
49,Can't Stop The Feeling!,Justin Timberlake,2017,,,https://charts-static.billboard.com/img/2016/05/justin-timberlake-wmm-53x53.jpg,,1148,,,,,,,,,
50,Mi Gente,J Balvin,2017,Willy William,Beyonce,https://charts-static.billboard.com/img/2017/07/j-balvin-k1u-mi-gente-i6i-53x53.jpg,3mbQkrIZaGLpxuVRcxS1lz,1149,0.467,0.857,-6.968,0.087,0.0142,1.58e-05,105.073,spotify:track:3mbQkrIZaGLpxuVRcxS1lz,221373.0
51,Thunder,Imagine Dragons,2017,,,https://charts-static.billboard.com/img/1840/12/imagine-dragons-hy6-53x53.jpg,1zB4vmk8tFRmM9UULNzbLB,1150,0.605,0.822,-4.833,0.0438,0.00671,0.134,167.997,spotify:track:1zB4vmk8tFRmM9UULNzbLB,187147.0
52,T-Shirt,Migos,2017,,,https://charts-static.billboard.com/img/2013/07/migos-0ho-53x53.jpg,7KOlJ92bu51cltsD9KU5I7,1151,0.865,0.687,-3.744,0.217,0.242,0.0,139.023,spotify:track:7KOlJ92bu51cltsD9KU5I7,242407.0
53,Rake It Up,Yo Gotti,2017,Nicki Minaj,,https://charts-static.billboard.com/img/2017/06/yo-gotti-w7z-53x53.jpg,4knL4iPxPOZjQzTUlELGSY,1152,0.91,0.444,-8.126,0.344,0.022,0.0,149.953,spotify:track:4knL4iPxPOZjQzTUlELGSY,276333.0
54,Mercy,Shawn Mendes,2017,,,https://charts-static.billboard.com/img/2016/09/shawn-mendes-2fw-mercy-fpn-53x53.jpg,0AS63m1wHv9n4VVRizK6Hc,1153,0.555,0.662,-4.952,0.0827,0.125,0.0,148.128,spotify:track:0AS63m1wHv9n4VVRizK6Hc,208733.0
55,Tunnel Vision,Kodak Black,2017,,,https://charts-static.billboard.com/img/2017/03/kodak-black-fap-53x53.jpg,4Q3N4Ct4zCuIHuZ65E3BD4,1154,0.497,0.489,-7.724,0.294,0.0576,9.91e-05,171.853,spotify:track:4Q3N4Ct4zCuIHuZ65E3BD4,268187.0
56,Rockstar,Post Malone,2017,21 Savage,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,1155,,,,,,,,,
57,In Case You Didn't Know,Brett Young,2017,,,https://charts-static.billboard.com/img/2016/08/brett-young-9rw-53x53.jpg,10M2Ex445zw585Ducldzkw,1156,0.607,0.536,-7.306,0.0305,0.386,0.0,147.986,spotify:track:10M2Ex445zw585Ducldzkw,224853.0
58,Heathens,twenty one pilots,2017,,,https://charts-static.billboard.com/img/2016/07/twenty-one-pilots-840-53x53.jpg,,1157,,,,,,,,,
59,Now Or Never,Halsey,2017,,,https://charts-static.billboard.com/img/2017/07/halsey-53x53.jpg,7i2DJ88J7jQ8K7zqFX2fW8,1158,0.67,0.585,-4.861,0.0354,0.107,1.11e-06,110.03,spotify:track:7i2DJ88J7jQ8K7zqFX2fW8,214802.0
60,Caroline,Amine,2017,,,https://charts-static.billboard.com/img/2016/04/amine-2jr-53x53.jpg,5hTpBe8h35rJ67eAWHQsJx,1159,0.941,0.335,-10.179,0.505,0.17,0.0,120.041,spotify:track:5hTpBe8h35rJ67eAWHQsJx,209640.0
61,Rolex,Ayo,2017,Teo,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,0pSBuHjILhNEo55xK1zrRt,1160,0.804,0.886,-2.512,0.04,0.0837,0.0,144.946,spotify:track:0pSBuHjILhNEo55xK1zrRt,238587.0
62,DNA.,Kendrick Lamar,2017,,,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg,6HZILIRieu8S0iqY8kIKhj,1161,0.638,0.523,-6.664,0.357,0.00454,0.0,139.913,spotify:track:6HZILIRieu8S0iqY8kIKhj,185947.0
63,Juju On That Beat (TZ Anthem),Zay Hilfigerrr,2017,Zayion McCall,,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,,1162,,,,,,,,,
64,Swang,Rae Sremmurd,2017,,,https://charts-static.billboard.com/img/2016/12/rae-sremmurd-f07-53x53.jpg,6mapJIPnQ23RTAevUoE0DL,1163,0.681,0.314,-9.319,0.0581,0.2,9.82e-06,139.992,spotify:track:6mapJIPnQ23RTAevUoE0DL,208120.0
65,Passionfruit,Drake,2017,,,https://charts-static.billboard.com/img/2017/04/drake-hq6-passionfruit-czf-53x53.jpg,5mCPDVBb16L4XQwDdbRUpz,1164,0.809,0.463,-11.377,0.0396,0.256,0.085,111.98,spotify:track:5mCPDVBb16L4XQwDdbRUpz,298941.0
66,Loyalty.,Kendrick Lamar,2017,Rihanna,,https://charts-static.billboard.com/img/2017/04/kendrick-lamar-h1y-53x53.jpg,,1165,,,,,,,,,
67,Praying,Kesha,2017,,,https://charts-static.billboard.com/img/2017/07/kesha-iom-53x53.jpg,0jdny0dhgjUwoIp5GkqEaA,1166,0.576,0.39,-7.202,0.0297,0.491,0.0,73.433,spotify:track:0jdny0dhgjUwoIp5GkqEaA,230267.0
68,Goosebumps,Travis Scott,2017,,,https://charts-static.billboard.com/img/2013/07/travis-scott-jll-53x53.jpg,,1167,,,,,,,,,
69,Cold,Maroon 5,2017,Future,,https://charts-static.billboard.com/img/2017/03/maroon-5-vhb-cold-38f-53x53.jpg,,1168,,,,,,,,,
70,Broccoli,D.R.A.M.,2017,Lil Yachty,,https://charts-static.billboard.com/img/2016/04/dram-fpd-53x53.jpg,,1169,,,,,,,,,
71,Slide,Calvin Harris,2017,Frank Ocean,Migos,https://charts-static.billboard.com/img/2017/03/calvin-harris-s9n-53x53.jpg,6gpcs5eMhJwax4mIfKDYQk,1170,0.736,0.795,-3.299,0.0545,0.498,1.21e-06,104.066,spotify:track:6gpcs5eMhJwax4mIfKDYQk,230813.0
72,What Ifs,Kane Brown,2017,Lauren Alaina,,https://charts-static.billboard.com/img/2016/12/kane-brown-ndj-what-ifs-f3o-53x53.jpg,7zVCrzzEJU7u24sbJPXA5W,1171,0.612,0.799,-4.603,0.0275,0.00898,0.0,125.976,spotify:track:7zVCrzzEJU7u24sbJPXA5W,188253.0
73,Chained To The Rhythm,Katy Perry,2017,Skip Marley,,https://charts-static.billboard.com/img/2017/02/katy-perry-featuring-skip-marley-3on-53x53.jpg,7qvxFz3JodM0A7xEM7k3YD,1172,0.446,0.8,-5.404,0.174,0.0814,0.0,189.89,spotify:track:7qvxFz3JodM0A7xEM7k3YD,237733.0
