rank,music,artist,photo,year
22,Touch My Body,Mariah Carey,https://charts-static.billboard.com/img/2008/02/mariah-carey-tgq-53x53.jpg,2008
23,4 Minutes,Madonna Featuring Justin Timberlake & Timbaland,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2008
24,So What,P!nk,https://charts-static.billboard.com/img/2008/08/pnk-u9h-53x53.jpg,2008
25,Paralyzer,Finger Eleven,https://charts-static.billboard.com/img/2006/12/finger-eleven-7ug-53x53.jpg,2008
26,Clumsy,Fergie,https://charts-static.billboard.com/img/2007/10/fergie-8pu-53x53.jpg,2008
27,I'm Yours,Jason Mraz,https://charts-static.billboard.com/img/1840/12/jason-mraz-5w0-53x53.jpg,2008
28,Leavin',Jesse McCartney,https://charts-static.billboard.com/img/2008/03/jesse-mccartney-2fg-53x53.jpg,2008
29,Dangerous,Kardinal Offishall Featuring Akon,https://charts-static.billboard.com/img/2008/04/kardinal-offishall-e7y-53x53.jpg,2008
30,Tattoo,Jordin Sparks,https://charts-static.billboard.com/img/2007/09/jordin-sparks-v2k-53x53.jpg,2008
31,See You Again,Miley Cyrus,https://charts-static.billboard.com/img/2007/11/miley-cyrus-clj-53x53.jpg,2008
32,Shake It,Metro Station,https://charts-static.billboard.com/img/2008/03/metro-station-o8r-53x53.jpg,2008
33,Stop And Stare,OneRepublic,https://charts-static.billboard.com/img/2007/12/onerepublic-bjw-53x53.jpg,2008
34,Take You There,Sean Kingston,https://charts-static.billboard.com/img/2007/10/sean-kingston-qzx-53x53.jpg,2008
35,Paper Planes,M.I.A.,https://charts-static.billboard.com/img/2008/03/mia-1-rep-53x53.jpg,2008
36,Hot N Cold,Katy Perry,https://charts-static.billboard.com/img/2008/07/katy-perry-04d-53x53.jpg,2008
37,Live Your Life,T.I. Featuring Rihanna,https://charts-static.billboard.com/img/2008/09/ti-e27-53x53.jpg,2008
38,Bust It Baby Part 2,Plies Featuring Ne-Yo,https://charts-static.billboard.com/img/2008/03/plies-yvr-53x53.jpg,2008
39,American Boy,Estelle Featuring Kanye West,https://charts-static.billboard.com/img/2008/03/estelle-qic-53x53.jpg,2008
40,Got Money,Lil Wayne Featuring T-Pain,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2008
41,Our Song,Taylor Swift,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,2008
42,Damaged,Danity Kane,https://charts-static.billboard.com/img/2008/03/danity-kane-gn6-53x53.jpg,2008
43,A Milli,Lil Wayne,https://charts-static.billboard.com/img/2008/05/lil-wayne-9q6-53x53.jpg,2008
44,Sorry,Buckcherry,https://charts-static.billboard.com/img/2007/10/buckcherry-o0u-53x53.jpg,2008
45,Independent,Webbie Featuring Lil' Phat & Lil' Boosie,https://charts-static.billboard.com/img/2007/10/webbie-s51-53x53.jpg,2008
46,Can't Believe It,T-Pain Featuring Lil Wayne,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2008
47,Like You'll Never See Me Again,Alicia Keys,https://charts-static.billboard.com/img/2007/11/alicia-keys-xkr-53x53.jpg,2008
48,Teardrops On My Guitar,Taylor Swift,https://charts-static.billboard.com/img/2007/02/taylor-swift-p7u-teardrops-on-my-guitar-nq6-53x53.jpg,2008
49,When I Grow Up,The Pussycat Dolls,https://charts-static.billboard.com/img/2008/06/the-pussycat-dolls-t1l-53x53.jpg,2008
50,Sensual Seduction,Snoop Dogg,https://charts-static.billboard.com/img/2007/11/snoop-dogg-1sy-sensual-seduction-83r-53x53.jpg,2008
51,What You Got,Colby O'Donis Featuring Akon,https://charts-static.billboard.com/img/2008/02/colby-odonis-gai-53x53.jpg,2008
52,It's Not My Time,3 Doors Down,https://charts-static.billboard.com/img/2008/03/3-doors-down-qu6-53x53.jpg,2008
53,Better In Time,Leona Lewis,https://charts-static.billboard.com/img/2008/04/leona-lewis-8c8-53x53.jpg,2008
54,Crank That (Soulja Boy),Soulja Boy Tell'em,https://charts-static.billboard.com/img/2007/06/soulja-boy-4vz-53x53.jpg,2008
55,Shadow Of The Day,Linkin Park,https://charts-static.billboard.com/img/2007/08/linkin-park-brd-53x53.jpg,2008
56,Sweetest Girl (Dollar Bill),"Wyclef Jean Featuring Akon, Lil Wayne & Niia",https://charts-static.billboard.com/img/2007/09/wyclef-jean-wpq-53x53.jpg,2008
57,Miss Independent,Ne-Yo,https://charts-static.billboard.com/img/2008/08/ne-yo-kuu-53x53.jpg,2008
58,Fall For You,Secondhand Serenade,https://charts-static.billboard.com/img/2008/03/secondhand-serenade-uco-53x53.jpg,2008
59,In The Ayer,Flo Rida Featuring will.i.am,https://charts-static.billboard.com/img/2008/05/flo-rida-8v1-53x53.jpg,2008
60,Say,John Mayer,https://charts-static.billboard.com/img/2007/12/john-mayer-4ke-53x53.jpg,2008
61,One Step At A Time,Jordin Sparks,https://charts-static.billboard.com/img/2008/05/jordin-sparks-v2k-53x53.jpg,2008
62,Hate That I Love You,Rihanna Featuring Ne-Yo,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2008
63,Superstar,Lupe Fiasco Featuring Matthew Santos,https://charts-static.billboard.com/img/2007/10/lupe-fiasco-pvm-53x53.jpg,2008
64,Suffocate,J. Holiday,https://charts-static.billboard.com/img/2007/10/j-holiday-enm-53x53.jpg,2008
65,Let It Rock,Kevin Rudolf Featuring Lil Wayne,https://charts-static.billboard.com/img/2008/08/kevin-rudolf-872-53x53.jpg,2008
66,Get Like Me,David Banner Featuring Chris Brown,https://charts-static.billboard.com/img/2008/01/david-banner-3rs-53x53.jpg,2008
67,Realize,Colbie Caillat,https://charts-static.billboard.com/img/2007/08/colbie-caillat-961-53x53.jpg,2008
68,Put On,Young Jeezy Featuring Kanye West,https://charts-static.billboard.com/img/2008/05/jeezy-g79-53x53.jpg,2008
69,The Time Of My Life,David Cook,https://charts-static.billboard.com/img/2008/06/david-cook-4hg-53x53.jpg,2008
70,Lolli Lolli (Pop That Body),"Three 6 Mafia Featuring Project Pat, Young D & Superpower",https://charts-static.billboard.com/img/2008/04/three-6-mafia-wgx-53x53.jpg,2008
71,Cyclone,Baby Bash Featuring T-Pain,https://charts-static.billboard.com/img/2007/06/baby-bash-kcz-53x53.jpg,2008
72,Love Like This,Natasha Bedingfield Featuring Sean Kingston,https://charts-static.billboard.com/img/2007/10/natasha-bedingfield-z7w-53x53.jpg,2008
73,Burnin' Up,Jonas Brothers,https://charts-static.billboard.com/img/2006/08/jonas-brothers-r3d-53x53.jpg,2008
74,Love Lockdown,Kanye West,https://charts-static.billboard.com/img/2008/09/kanye-west-nwz-love-lockdown-mk3-53x53.jpg,2008
75,I Luv Your Girl,The-Dream,https://charts-static.billboard.com/img/2008/02/the-dream-8ca-53x53.jpg,2008
76,Crush,David Archuleta,https://charts-static.billboard.com/img/2008/08/david-archuleta-q6g-crush-45n-53x53.jpg,2008
77,Hypnotized,Plies Featuring Akon,https://charts-static.billboard.com/img/2007/09/plies-yvr-53x53.jpg,2008
78,Big Girls Don't Cry,Fergie,https://charts-static.billboard.com/img/2007/05/fergie-8pu-53x53.jpg,2008
79,Good Life,Kanye West Featuring T-Pain,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2008
80,Womanizer,Britney Spears,https://charts-static.billboard.com/img/2017/02/britney-spears-53x53.jpg,2008
81,Love Story,Taylor Swift,https://charts-static.billboard.com/img/2008/09/taylor-swift-70p-53x53.jpg,2008
82,Just Fine,Mary J. Blige,https://charts-static.billboard.com/img/2007/10/mary-j-blige-9d1-53x53.jpg,2008
83,Piece Of Me,Britney Spears,https://charts-static.billboard.com/img/2007/11/britney-spears-p3t-piece-of-me-18r-53x53.jpg,2008
84,The Boss,Rick Ross Featuring T-Pain,https://charts-static.billboard.com/img/2008/01/rick-ross-oua-53x53.jpg,2008
85,All Summer Long,Kid Rock,https://charts-static.billboard.com/img/2008/04/kid-rock-qaf-53x53.jpg,2008
86,Can't Help But Wait,Trey Songz,https://charts-static.billboard.com/img/2007/08/trey-songz-kc8-53x53.jpg,2008
87,In Love With A Girl,Gavin DeGraw,https://charts-static.billboard.com/img/2008/03/gavin-degraw-n1q-53x53.jpg,2008
88,My Life,The Game Featuring Lil Wayne,https://charts-static.billboard.com/img/2008/08/the-game-r55-my-life-51n-53x53.jpg,2008
89,I Remember,Keyshia Cole,https://charts-static.billboard.com/img/2007/10/keyshia-cole-3ov-53x53.jpg,2008
90,Flashing Lights,Kanye West Featuring Dwele,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2008
91,Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2008
92,7 Things,Miley Cyrus,https://charts-static.billboard.com/img/2008/05/miley-cyrus-clj-53x53.jpg,2008
93,You're Gonna Miss This,Trace Adkins,https://charts-static.billboard.com/img/2007/12/trace-adkins-bo9-53x53.jpg,2008
94,Love Remains The Same,Gavin Rossdale,https://charts-static.billboard.com/img/2008/04/gavin-rossdale-rc7-53x53.jpg,2008
95,Feels Like Tonight,Daughtry,https://charts-static.billboard.com/img/2008/01/daughtry-uco-53x53.jpg,2008
96,The Way I Are,Timbaland Featuring Keri Hilson,https://charts-static.billboard.com/img/2007/05/timbaland-3i9-53x53.jpg,2008
97,Addicted,Saving Abel,https://charts-static.billboard.com/img/2008/02/saving-abel-2fn-53x53.jpg,2008
98,Into The Night,Santana Featuring Chad Kroeger,https://charts-static.billboard.com/img/2007/09/santana-fo5-53x53.jpg,2008
99,Heaven Sent,Keyshia Cole,https://charts-static.billboard.com/img/2017/03/keyshia-cole-53x53.jpg,2008
100,She Got It,2 Pistols Featuring T-Pain & Tay Dizm,https://charts-static.billboard.com/img/2008/01/2-pistols-73y-53x53.jpg,2008
1,Boom Boom Pow,The Black Eyed Peas,https://charts-static.billboard.com/img/2009/03/the-black-eyed-peas-kvc-boom-boom-pow-we6-53x53.jpg,2009
2,Poker Face,Lady Gaga,https://charts-static.billboard.com/img/2008/09/lady-gaga-gyl-53x53.jpg,2009
3,Just Dance,Lady Gaga Featuring Colby O'Donis,https://charts-static.billboard.com/img/2008/04/lady-gaga-gyl-53x53.jpg,2009
4,I Gotta Feeling,The Black Eyed Peas,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-b9u-53x53.jpg,2009
5,Love Story,Taylor Swift,https://charts-static.billboard.com/img/2008/09/taylor-swift-70p-53x53.jpg,2009
6,Right Round,Flo Rida,https://charts-static.billboard.com/img/2009/01/flo-rida-8v1-53x53.jpg,2009
7,I'm Yours,Jason Mraz,https://charts-static.billboard.com/img/1840/12/jason-mraz-5w0-53x53.jpg,2009
8,Single Ladies (Put A Ring On It),Beyonce,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg,2009
9,Heartless,Kanye West,https://charts-static.billboard.com/img/2003/03/kanye-west-nwz-53x53.jpg,2009
10,Gives You Hell,The All-American Rejects,https://charts-static.billboard.com/img/2008/10/the-all-american-rejects-yky-53x53.jpg,2009
11,You Belong With Me,Taylor Swift,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,2009
12,Dead And Gone,T.I. Featuring Justin Timberlake,https://charts-static.billboard.com/img/2008/10/ti-e27-53x53.jpg,2009
13,You Found Me,The Fray,https://charts-static.billboard.com/img/2016/11/the-fray-53x53.jpg,2009
14,Use Somebody,Kings Of Leon,https://charts-static.billboard.com/img/2016/11/kings-of-leon-53x53.jpg,2009
15,Knock You Down,Keri Hilson Featuring Kanye West & Ne-Yo,https://charts-static.billboard.com/img/2009/03/keri-hilson-1r3-53x53.jpg,2009
16,Blame It,Jamie Foxx Featuring T-Pain,https://charts-static.billboard.com/img/1840/12/jamie-foxx-et9-53x53.jpg,2009
17,I Know You Want Me (Calle Ocho),Pitbull,https://charts-static.billboard.com/img/2009/01/pitbull-odu-53x53.jpg,2009
18,Live Your Life,T.I. Featuring Rihanna,https://charts-static.billboard.com/img/2008/09/ti-e27-53x53.jpg,2009
19,Kiss Me Thru The Phone,Soulja Boy Tell 'em Featuring Sammie,https://charts-static.billboard.com/img/2008/12/soulja-boy-4vz-53x53.jpg,2009
20,Down,Jay Sean Featuring Lil Wayne,https://charts-static.billboard.com/img/2009/07/jay-sean-fk9-53x53.jpg,2009
21,The Climb,Miley Cyrus,https://charts-static.billboard.com/img/2009/02/miley-cyrus-clj-53x53.jpg,2009
22,Best I Ever Had,Drake,https://charts-static.billboard.com/img/2009/04/drake-hq6-53x53.jpg,2009
23,My Life Would Suck Without You,Kelly Clarkson,https://charts-static.billboard.com/img/2009/01/kelly-clarkson-091-53x53.jpg,2009
24,Halo,Beyonce,https://charts-static.billboard.com/img/2009/01/beyonce-uwg-halo-ln8-53x53.jpg,2009
25,Hot N Cold,Katy Perry,https://charts-static.billboard.com/img/2008/07/katy-perry-04d-53x53.jpg,2009
26,Second Chance,Shinedown,https://charts-static.billboard.com/img/2008/09/shinedown-pjk-53x53.jpg,2009
27,Circus,Britney Spears,https://charts-static.billboard.com/img/2017/02/britney-spears-53x53.jpg,2009
28,Day 'N' Nite,Kid Cudi,https://charts-static.billboard.com/img/2008/11/kid-cudi-f7w-53x53.jpg,2009
29,Party In The U.S.A.,Miley Cyrus,https://charts-static.billboard.com/img/2009/08/miley-cyrus-clj-53x53.jpg,2009
30,Don't Trust Me,3OH!3,https://charts-static.billboard.com/img/2008/11/3oh3-eia-53x53.jpg,2009
31,Run This Town,"Jay-Z, Rihanna & Kanye West",https://charts-static.billboard.com/img/2009/08/jay-z-g81-53x53.jpg,2009
32,Let It Rock,Kevin Rudolf Featuring Lil Wayne,https://charts-static.billboard.com/img/2008/08/kevin-rudolf-872-53x53.jpg,2009
33,Fire Burning,Sean Kingston,https://charts-static.billboard.com/img/2009/05/sean-kingston-qzx-53x53.jpg,2009
34,Whatcha Say,Jason Derulo,https://charts-static.billboard.com/img/2009/07/jason-derulo-3xq-53x53.jpg,2009
35,LoveGame,Lady Gaga,https://charts-static.billboard.com/img/2008/09/lady-gaga-gyl-53x53.jpg,2009
36,Waking Up In Vegas,Katy Perry,https://charts-static.billboard.com/img/2009/05/katy-perry-l8p-53x53.jpg,2009
37,Birthday Sex,Jeremih,https://charts-static.billboard.com/img/2009/02/jeremih-684-53x53.jpg,2009
38,Sober,P!nk,https://charts-static.billboard.com/img/2008/11/pnk-u9h-53x53.jpg,2009
39,Womanizer,Britney Spears,https://charts-static.billboard.com/img/2017/02/britney-spears-53x53.jpg,2009
40,Whatever You Like,T.I.,https://charts-static.billboard.com/img/2008/08/ti-e27-53x53.jpg,2009
41,Obsessed,Mariah Carey,https://charts-static.billboard.com/img/2009/06/mariah-carey-tgq-53x53.jpg,2009
42,Mad,Ne-Yo,https://charts-static.billboard.com/img/2008/10/ne-yo-kuu-mad-5uo-53x53.jpg,2009
43,Good Girls Go Bad,Cobra Starship Featuring Leighton Meester,https://charts-static.billboard.com/img/2009/05/cobra-starship-g9t-53x53.jpg,2009
44,Love Lockdown,Kanye West,https://charts-static.billboard.com/img/2008/09/kanye-west-nwz-love-lockdown-mk3-53x53.jpg,2009
45,So What,P!nk,https://charts-static.billboard.com/img/2008/08/pnk-u9h-53x53.jpg,2009
46,Hotel Room Service,Pitbull,https://charts-static.billboard.com/img/2009/06/pitbull-odu-53x53.jpg,2009
47,Crack A Bottle,"Eminem, Dr. Dre & 50 Cent",https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2009
48,If I Were A Boy,Beyonce,https://charts-static.billboard.com/img/2008/10/beyonce-uwg-if-i-were-a-boy-ibl-53x53.jpg,2009
49,Turnin Me On,Keri Hilson Featuring Lil Wayne,https://charts-static.billboard.com/img/2008/10/keri-hilson-1r3-53x53.jpg,2009
50,I Hate This Part,The Pussycat Dolls,https://charts-static.billboard.com/img/2008/11/the-pussycat-dolls-t1l-53x53.jpg,2009
51,Gotta Be Somebody,Nickelback,https://charts-static.billboard.com/img/2008/10/nickelback-v3l-gotta-be-somebody-c3n-53x53.jpg,2009
52,Please Don't Leave Me,P!nk,https://charts-static.billboard.com/img/2008/11/pnk-e1s-53x53.jpg,2009
53,Paparazzi,Lady Gaga,https://charts-static.billboard.com/img/2009/06/lady-gaga-gyl-53x53.jpg,2009
54,Beautiful,Akon Featuring Colby O'Donis & Kardinal Offishall,https://charts-static.billboard.com/img/2008/12/akon-5il-53x53.jpg,2009
55,Viva La Vida,Coldplay,https://charts-static.billboard.com/img/2008/05/coldplay-j2u-53x53.jpg,2009
56,Right Now (Na Na Na),Akon,https://charts-static.billboard.com/img/2008/10/akon-5il-53x53.jpg,2009
57,Battlefield,Jordin Sparks,https://charts-static.billboard.com/img/2009/05/jordin-sparks-v2k-53x53.jpg,2009
58,Sugar,Flo Rida Featuring Wynter,https://charts-static.billboard.com/img/2009/04/flo-rida-8v1-53x53.jpg,2009
59,Miss Independent,Ne-Yo,https://charts-static.billboard.com/img/2008/08/ne-yo-kuu-53x53.jpg,2009
60,Fireflies,Owl City,https://charts-static.billboard.com/img/2009/08/owl-city-1t0-53x53.jpg,2009
61,New Divide,Linkin Park,https://charts-static.billboard.com/img/2009/06/linkin-park-brd-53x53.jpg,2009
62,Empire State Of Mind,Jay-Z + Alicia Keys,https://charts-static.billboard.com/img/2009/09/jay-z-gbw-53x53.jpg,2009
63,No Surprise,Daughtry,https://charts-static.billboard.com/img/2009/05/daughtry-uco-53x53.jpg,2009
64,She Wolf,Shakira,https://charts-static.billboard.com/img/2017/06/shakira-53x53.jpg,2009
65,Break Up,Mario Featuring Gucci Mane & Sean Garrett,https://charts-static.billboard.com/img/2009/05/mario-bu9-53x53.jpg,2009
66,Sweet Dreams,Beyonce,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg,2009
67,Every Girl,Young Money,https://charts-static.billboard.com/img/2009/04/young-money-7wj-53x53.jpg,2009
68,Fallin' For You,Colbie Caillat,https://charts-static.billboard.com/img/2009/06/colbie-caillat-961-53x53.jpg,2009
69,Untouched,The Veronicas,https://charts-static.billboard.com/img/2008/07/the-veronicas-ixh-53x53.jpg,2009
70,If Today Was Your Last Day,Nickelback,https://charts-static.billboard.com/img/2017/07/nickelback-53x53.jpg,2009
71,Throw It In The Bag,Fabolous Featuring The-Dream,https://charts-static.billboard.com/img/2009/05/fabolous-3lg-53x53.jpg,2009
72,Love Drunk,Boys Like Girls,https://charts-static.billboard.com/img/2009/07/boys-like-girls-9nc-53x53.jpg,2009
73,I Love College,Asher Roth,https://charts-static.billboard.com/img/2009/02/asher-roth-96i-53x53.jpg,2009
74,If U Seek Amy,Britney Spears,https://charts-static.billboard.com/img/2017/02/britney-spears-53x53.jpg,2009
75,Big Green Tractor,Jason Aldean,https://charts-static.billboard.com/img/2009/05/jason-aldean-sa0-53x53.jpg,2009
76,White Horse,Taylor Swift,https://charts-static.billboard.com/img/2008/11/taylor-swift-70p-white-horse-5cg-53x53.jpg,2009
77,Disturbia,Rihanna,https://charts-static.billboard.com/img/2008/06/rihanna-v3t-53x53.jpg,2009
78,21 Guns,Green Day,https://charts-static.billboard.com/img/2009/05/green-day-qwn-53x53.jpg,2009
79,Turn My Swag On,Soulja Boy Tell'em,https://charts-static.billboard.com/img/2008/12/soulja-boy-4vz-53x53.jpg,2009
80,Rockin' That Thang,The-Dream,https://charts-static.billboard.com/img/2008/12/the-dream-8ca-53x53.jpg,2009
81,Chicken Fried,Zac Brown Band,https://charts-static.billboard.com/img/2008/06/zac-brown-band-elb-53x53.jpg,2009
82,Diva,Beyonce,https://charts-static.billboard.com/img/1840/12/beyonce-hk0-53x53.jpg,2009
83,Replay,Iyaz,https://charts-static.billboard.com/img/2009/08/iyaz-a7g-53x53.jpg,2009
84,Then,Brad Paisley,https://charts-static.billboard.com/img/2009/04/brad-paisley-ws4-53x53.jpg,2009
85,Her Diamonds,Rob Thomas,https://charts-static.billboard.com/img/2009/05/rob-thomas-qfd-53x53.jpg,2009
86,How Do You Sleep?,Jesse McCartney Featuring Ludacris,https://charts-static.billboard.com/img/2008/12/jesse-mccartney-2fg-53x53.jpg,2009
87,3,Britney Spears,https://charts-static.billboard.com/img/2009/10/britney-spears-s89-53x53.jpg,2009
88,Forever,"Drake Featuring Kanye West, Lil Wayne & Eminem",https://charts-static.billboard.com/img/2009/09/drake-hq6-53x53.jpg,2009
89,One Time,Justin Bieber,https://charts-static.billboard.com/img/2009/07/justin-bieber-4oh-one-time-1qz-53x53.jpg,2009
90,I Run To You,Lady Antebellum,https://charts-static.billboard.com/img/2009/01/lady-antebellum-g3u-53x53.jpg,2009
91,I Do Not Hook Up,Kelly Clarkson,https://charts-static.billboard.com/img/2009/03/kelly-clarkson-091-53x53.jpg,2009
92,Green Light,John Legend Featuring Andre 3000,https://charts-static.billboard.com/img/2008/08/john-legend-xtz-53x53.jpg,2009
93,People Are Crazy,Billy Currington,https://charts-static.billboard.com/img/2009/03/billy-currington-kzk-53x53.jpg,2009
94,Whatever It Is,Zac Brown Band,https://charts-static.billboard.com/img/1840/12/zac-brown-band-fe5-53x53.jpg,2009
95,Already Gone,Kelly Clarkson,https://charts-static.billboard.com/img/2009/03/kelly-clarkson-091-53x53.jpg,2009
96,Goodbye,Kristinia DeBarge,https://charts-static.billboard.com/img/2009/04/kristinia-debarge-9ho-53x53.jpg,2009
97,Say Hey (I Love You),Michael Franti & Spearhead Featuring Cherine Anderson,https://charts-static.billboard.com/img/2008/08/michael-franti-spearhead-nf2-53x53.jpg,2009
98,Pop Champagne,Jim Jones & Ron Browz Featuring Juelz Santana,https://charts-static.billboard.com/img/2008/09/jim-jones-bmq-53x53.jpg,2009
99,Pretty Wings,Maxwell,https://charts-static.billboard.com/img/2017/03/maxwell-53x53.jpg,2009
100,Never Say Never,The Fray,https://charts-static.billboard.com/img/2009/02/the-fray-2ey-53x53.jpg,2009
1,TiK ToK,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,2010
2,Need You Now,Lady Antebellum,https://charts-static.billboard.com/img/2017/07/lady-antebellum-53x53.jpg,2010
3,"Hey, Soul Sister",Train,https://charts-static.billboard.com/img/2017/05/train-53x53.jpg,2010
4,California Gurls,Katy Perry Featuring Snoop Dogg,https://charts-static.billboard.com/img/2010/05/katy-perry-04d-53x53.jpg,2010
5,OMG,Usher Featuring will.i.am,https://charts-static.billboard.com/img/2010/03/usher-oqp-53x53.jpg,2010
6,Airplanes,B.o.B Featuring Hayley Williams,https://charts-static.billboard.com/img/2010/05/bob-1-t7h-53x53.jpg,2010
7,Love The Way You Lie,Eminem Featuring Rihanna,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2010
8,Bad Romance,Lady Gaga,https://charts-static.billboard.com/img/2009/11/lady-gaga-lkc-53x53.jpg,2010
9,Dynamite,Taio Cruz,https://charts-static.billboard.com/img/2010/06/taio-cruz-vf6-53x53.jpg,2010
10,Break Your Heart,Taio Cruz Featuring Ludacris,https://charts-static.billboard.com/img/2010/02/taio-cruz-vf6-53x53.jpg,2010
11,Nothin' On You,B.o.B Featuring Bruno Mars,https://charts-static.billboard.com/img/2010/01/bob-1-t7h-53x53.jpg,2010
12,I Like It,Enrique Iglesias Featuring Pitbull,https://charts-static.billboard.com/img/2010/05/enrique-iglesias-m5f-53x53.jpg,2010
13,BedRock,Young Money Featuring Lloyd,https://charts-static.billboard.com/img/2009/10/young-money-7wj-53x53.jpg,2010
14,In My Head,Jason Derulo,https://charts-static.billboard.com/img/2009/12/jason-derulo-3xq-53x53.jpg,2010
15,Rude Boy,Rihanna,https://charts-static.billboard.com/img/2010/01/rihanna-t38-53x53.jpg,2010
16,Telephone,Lady Gaga Featuring Beyonce,https://charts-static.billboard.com/img/2009/12/lady-gaga-gyl-53x53.jpg,2010
17,Teenage Dream,Katy Perry,https://charts-static.billboard.com/img/2010/08/katy-perry-l8p-53x53.jpg,2010
18,Just The Way You Are,Bruno Mars,https://charts-static.billboard.com/img/2010/08/bruno-mars-va7-53x53.jpg,2010
19,Cooler Than Me,Mike Posner,https://charts-static.billboard.com/img/2010/04/mike-posner-oiz-53x53.jpg,2010
20,Imma Be,The Black Eyed Peas,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-b9u-53x53.jpg,2010
21,Empire State Of Mind,Jay-Z + Alicia Keys,https://charts-static.billboard.com/img/2009/09/jay-z-gbw-53x53.jpg,2010
22,DJ Got Us Fallin' In Love,Usher Featuring Pitbull,https://charts-static.billboard.com/img/2010/07/usher-oqp-53x53.jpg,2010
23,Billionaire,Travie McCoy Featuring Bruno Mars,https://charts-static.billboard.com/img/2010/03/travie-mccoy-xyy-53x53.jpg,2010
24,Not Afraid,Eminem,https://charts-static.billboard.com/img/2010/05/eminem-c16-53x53.jpg,2010
25,Replay,Iyaz,https://charts-static.billboard.com/img/2009/08/iyaz-a7g-53x53.jpg,2010
26,Sexy Chick,David Guetta Featuring Akon,https://charts-static.billboard.com/img/2009/08/david-guetta-z71-53x53.jpg,2010
27,Breakeven,The Script,https://charts-static.billboard.com/img/2017/07/the-script-53x53.jpg,2010
28,Your Love Is My Drug,Ke$ha,https://charts-static.billboard.com/img/1840/12/kesha-iom-53x53.jpg,2010
29,I Gotta Feeling,The Black Eyed Peas,https://charts-static.billboard.com/img/1998/07/the-black-eyed-peas-b9u-53x53.jpg,2010
30,Fireflies,Owl City,https://charts-static.billboard.com/img/2009/08/owl-city-1t0-53x53.jpg,2010
31,Say Aah,Trey Songz Featuring Fabolous,https://charts-static.billboard.com/img/2009/09/trey-songz-kc8-53x53.jpg,2010
32,Find Your Love,Drake,https://charts-static.billboard.com/img/2010/05/drake-hq6-53x53.jpg,2010
33,Alejandro,Lady Gaga,https://charts-static.billboard.com/img/2009/12/lady-gaga-gyl-53x53.jpg,2010
34,Ridin' Solo,Jason Derulo,https://charts-static.billboard.com/img/2010/03/jason-derulo-3xq-53x53.jpg,2010
35,Just A Dream,Nelly,https://charts-static.billboard.com/img/2010/08/nelly-fmf-53x53.jpg,2010
36,How Low,Ludacris,https://charts-static.billboard.com/img/2009/11/ludacris-5cn-53x53.jpg,2010
37,Like A G6,Far*East Movement Featuring Cataracs & Dev,https://charts-static.billboard.com/img/2010/07/fareast-movement-tai-53x53.jpg,2010
38,Carry Out,Timbaland Featuring Justin Timberlake,https://charts-static.billboard.com/img/2009/12/timbaland-3i9-53x53.jpg,2010
39,Haven't Met You Yet,Michael Buble,https://www.billboard.com/assets/1585328969/images/charts/bb-placeholder-new.jpg?4118ff5c23d0f1304dc5,2010
40,Club Can't Handle Me,Flo Rida Featuring David Guetta,https://charts-static.billboard.com/img/2010/07/flo-rida-8v1-53x53.jpg,2010
41,Down,Jay Sean Featuring Lil Wayne,https://charts-static.billboard.com/img/2009/07/jay-sean-fk9-53x53.jpg,2010
42,Bulletproof,La Roux,https://charts-static.billboard.com/img/2009/07/la-roux-0ka-53x53.jpg,2010
43,Whatcha Say,Jason Derulo,https://charts-static.billboard.com/img/2009/07/jason-derulo-3xq-53x53.jpg,2010
44,Baby,Justin Bieber Featuring Ludacris,https://charts-static.billboard.com/img/2010/02/justin-bieber-4oh-baby-1hn-53x53.jpg,2010
45,Whataya Want From Me,Adam Lambert,https://charts-static.billboard.com/img/2009/12/adam-lambert-00l-53x53.jpg,2010
46,Mine,Taylor Swift,https://charts-static.billboard.com/img/2016/12/taylor-swift-53x53.jpg,2010
